asset_id,route,title,primary_hub_id,field,candidate_value,state,confidence,provenance,decision,decision_value,reviewer,reviewed_on,rationale
chibi__chibi-lung-dragon__4f33c35eb2,/printables/chibi/chibi-lung-dragon-4f33c35eb2,Chibi Lung Dragon,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-lung-dragon__4f33c35eb2,/printables/chibi/chibi-lung-dragon-4f33c35eb2,Chibi Lung Dragon,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-mastodon-prehistoric__dbff264879,/printables/chibi/chibi-mastodon-prehistoric-dbff264879,Chibi Mastodon Prehistoric,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-mastodon-prehistoric__dbff264879,/printables/chibi/chibi-mastodon-prehistoric-dbff264879,Chibi Mastodon Prehistoric,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-megalodon-fish__67f50eb255,/printables/animals/chibi-megalodon-fish-67f50eb255,Chibi Megalodon Fish,hub_animals,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-megalodon-fish__67f50eb255,/printables/animals/chibi-megalodon-fish-67f50eb255,Chibi Megalodon Fish,hub_animals,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-megalodon-tiger-shark__976f35ce44,/printables/animals/chibi-megalodon-tiger-shark-976f35ce44,Chibi Megalodon Tiger Shark,hub_animals,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-megalodon-tiger-shark__976f35ce44,/printables/animals/chibi-megalodon-tiger-shark-976f35ce44,Chibi Megalodon Tiger Shark,hub_animals,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-megatherium__92c31a58a8,/printables/chibi/chibi-megatherium-92c31a58a8,Chibi Megatherium,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-megatherium__92c31a58a8,/printables/chibi/chibi-megatherium-92c31a58a8,Chibi Megatherium,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-mermaid__03b5c990c8,/printables/chibi/chibi-mermaid-03b5c990c8,Chibi Mermaid,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-mermaid__03b5c990c8,/printables/chibi/chibi-mermaid-03b5c990c8,Chibi Mermaid,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-ancient-ruins__af5c9fe0a8,/printables/chibi/chibi-midieval-fantasy-ancient-ruins-af5c9fe0a8,Chibi Medieval Fantasy Ancient Ruins,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-ancient-ruins__af5c9fe0a8,/printables/chibi/chibi-midieval-fantasy-ancient-ruins-af5c9fe0a8,Chibi Medieval Fantasy Ancient Ruins,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-basilisk__9aa4874ba1,/printables/chibi/chibi-midieval-fantasy-basilisk-9aa4874ba1,Chibi Medieval Fantasy Basilisk,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-basilisk__9aa4874ba1,/printables/chibi/chibi-midieval-fantasy-basilisk-9aa4874ba1,Chibi Medieval Fantasy Basilisk,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-castle__b91a8926a6,/printables/buildings/chibi-midieval-fantasy-castle-b91a8926a6,Chibi Medieval Fantasy Castle,hub_buildings,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-castle__b91a8926a6,/printables/buildings/chibi-midieval-fantasy-castle-b91a8926a6,Chibi Medieval Fantasy Castle,hub_buildings,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-centaur__eed9718a81,/printables/chibi/chibi-midieval-fantasy-centaur-eed9718a81,Chibi Medieval Fantasy Centaur,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-centaur__eed9718a81,/printables/chibi/chibi-midieval-fantasy-centaur-eed9718a81,Chibi Medieval Fantasy Centaur,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-dragon-slayer__44eb09cef0,/printables/chibi/chibi-midieval-fantasy-dragon-slayer-44eb09cef0,Chibi Medieval Fantasy Dragon Slayer,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-dragon-slayer__44eb09cef0,/printables/chibi/chibi-midieval-fantasy-dragon-slayer-44eb09cef0,Chibi Medieval Fantasy Dragon Slayer,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-druid__4f8f62cf4f,/printables/chibi/chibi-midieval-fantasy-druid-4f8f62cf4f,Chibi Medieval Fantasy Druid,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-druid__4f8f62cf4f,/printables/chibi/chibi-midieval-fantasy-druid-4f8f62cf4f,Chibi Medieval Fantasy Druid,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-dwarf__9484c117e0,/printables/chibi/chibi-midieval-fantasy-dwarf-9484c117e0,Chibi Medieval Fantasy Dwarf,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-dwarf__9484c117e0,/printables/chibi/chibi-midieval-fantasy-dwarf-9484c117e0,Chibi Medieval Fantasy Dwarf,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-elf__bbd29f276e,/printables/chibi/chibi-midieval-fantasy-elf-bbd29f276e,Chibi Medieval Fantasy Elf,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-elf__bbd29f276e,/printables/chibi/chibi-midieval-fantasy-elf-bbd29f276e,Chibi Medieval Fantasy Elf,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-enchanted-armor__bbb71cceda,/printables/chibi/chibi-midieval-fantasy-enchanted-armor-bbb71cceda,Chibi Medieval Fantasy Enchanted Armor,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-enchanted-armor__bbb71cceda,/printables/chibi/chibi-midieval-fantasy-enchanted-armor-bbb71cceda,Chibi Medieval Fantasy Enchanted Armor,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-enchanted-forest__f436796253,/printables/chibi/chibi-midieval-fantasy-enchanted-forest-f436796253,Chibi Medieval Fantasy Enchanted Forest,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-enchanted-forest__f436796253,/printables/chibi/chibi-midieval-fantasy-enchanted-forest-f436796253,Chibi Medieval Fantasy Enchanted Forest,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-fairy__d83bb471b7,/printables/chibi/chibi-midieval-fantasy-fairy-d83bb471b7,Chibi Medieval Fantasy Fairy,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-fairy__d83bb471b7,/printables/chibi/chibi-midieval-fantasy-fairy-d83bb471b7,Chibi Medieval Fantasy Fairy,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-goblin__41a3b6452b,/printables/chibi/chibi-midieval-fantasy-goblin-41a3b6452b,Chibi Medieval Fantasy Goblin,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-goblin__41a3b6452b,/printables/chibi/chibi-midieval-fantasy-goblin-41a3b6452b,Chibi Medieval Fantasy Goblin,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-griffin__bba9e2ef5b,/printables/chibi/chibi-midieval-fantasy-griffin-bba9e2ef5b,Chibi Medieval Fantasy Griffin,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-griffin__bba9e2ef5b,/printables/chibi/chibi-midieval-fantasy-griffin-bba9e2ef5b,Chibi Medieval Fantasy Griffin,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-king__54b8e21267,/printables/chibi/chibi-midieval-fantasy-king-54b8e21267,Chibi Medieval Fantasy King,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-king__54b8e21267,/printables/chibi/chibi-midieval-fantasy-king-54b8e21267,Chibi Medieval Fantasy King,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-knight__48896ba8b7,/printables/chibi/chibi-midieval-fantasy-knight-48896ba8b7,Chibi Medieval Fantasy Knight,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-knight__48896ba8b7,/printables/chibi/chibi-midieval-fantasy-knight-48896ba8b7,Chibi Medieval Fantasy Knight,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-knight-king__9b6be9aa08,/printables/chibi/chibi-midieval-fantasy-knight-king-9b6be9aa08,Chibi Medieval Fantasy Knight King,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-knight-king__9b6be9aa08,/printables/chibi/chibi-midieval-fantasy-knight-king-9b6be9aa08,Chibi Medieval Fantasy Knight King,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-mage__b4b625a2e5,/printables/chibi/chibi-midieval-fantasy-mage-b4b625a2e5,Chibi Medieval Fantasy Mage,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-mage__b4b625a2e5,/printables/chibi/chibi-midieval-fantasy-mage-b4b625a2e5,Chibi Medieval Fantasy Mage,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-necromancer__4a2469335a,/printables/chibi/chibi-midieval-fantasy-necromancer-4a2469335a,Chibi Medieval Fantasy Necromancer,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-necromancer__4a2469335a,/printables/chibi/chibi-midieval-fantasy-necromancer-4a2469335a,Chibi Medieval Fantasy Necromancer,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-orc__f9cf7569a2,/printables/chibi/chibi-midieval-fantasy-orc-f9cf7569a2,Chibi Medieval Fantasy Orc,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-orc__f9cf7569a2,/printables/chibi/chibi-midieval-fantasy-orc-f9cf7569a2,Chibi Medieval Fantasy Orc,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-pegasus__234fbcf992,/printables/chibi/chibi-midieval-fantasy-pegasus-234fbcf992,Chibi Medieval Fantasy Pegasus,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-pegasus__234fbcf992,/printables/chibi/chibi-midieval-fantasy-pegasus-234fbcf992,Chibi Medieval Fantasy Pegasus,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-prince__e5eb6156b8,/printables/chibi/chibi-midieval-fantasy-prince-e5eb6156b8,Chibi Medieval Fantasy Prince,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-prince__e5eb6156b8,/printables/chibi/chibi-midieval-fantasy-prince-e5eb6156b8,Chibi Medieval Fantasy Prince,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-princess__7098f8a8b2,/printables/chibi/chibi-midieval-fantasy-princess-7098f8a8b2,Chibi Medieval Fantasy Princess,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-princess__7098f8a8b2,/printables/chibi/chibi-midieval-fantasy-princess-7098f8a8b2,Chibi Medieval Fantasy Princess,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-queen__9dc34880c3,/printables/chibi/chibi-midieval-fantasy-queen-9dc34880c3,Chibi Medieval Fantasy Queen,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-queen__9dc34880c3,/printables/chibi/chibi-midieval-fantasy-queen-9dc34880c3,Chibi Medieval Fantasy Queen,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-sorcerer__1f994253a1,/printables/chibi/chibi-midieval-fantasy-sorcerer-1f994253a1,Chibi Medieval Fantasy Sorcerer,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-sorcerer__1f994253a1,/printables/chibi/chibi-midieval-fantasy-sorcerer-1f994253a1,Chibi Medieval Fantasy Sorcerer,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-stable-pony__5cecfe4758,/printables/chibi/chibi-midieval-fantasy-stable-pony-5cecfe4758,Chibi Medieval Fantasy Stable Pony,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-stable-pony__5cecfe4758,/printables/chibi/chibi-midieval-fantasy-stable-pony-5cecfe4758,Chibi Medieval Fantasy Stable Pony,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-troll__e8f19faa96,/printables/chibi/chibi-midieval-fantasy-troll-e8f19faa96,Chibi Medieval Fantasy Troll,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-troll__e8f19faa96,/printables/chibi/chibi-midieval-fantasy-troll-e8f19faa96,Chibi Medieval Fantasy Troll,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-unicorn__4034fb6294,/printables/chibi/chibi-midieval-fantasy-unicorn-4034fb6294,Chibi Medieval Fantasy Unicorn,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-unicorn__4034fb6294,/printables/chibi/chibi-midieval-fantasy-unicorn-4034fb6294,Chibi Medieval Fantasy Unicorn,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-vampire__5ac1e09e2a,/printables/chibi/chibi-midieval-fantasy-vampire-5ac1e09e2a,Chibi Medieval Fantasy Vampire,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-vampire__5ac1e09e2a,/printables/chibi/chibi-midieval-fantasy-vampire-5ac1e09e2a,Chibi Medieval Fantasy Vampire,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-werewolf__996a769caf,/printables/chibi/chibi-midieval-fantasy-werewolf-996a769caf,Chibi Medieval Fantasy Werewolf,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-werewolf__996a769caf,/printables/chibi/chibi-midieval-fantasy-werewolf-996a769caf,Chibi Medieval Fantasy Werewolf,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-witch__694ac651bd,/printables/chibi/chibi-midieval-fantasy-witch-694ac651bd,Chibi Medieval Fantasy Witch,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-witch__694ac651bd,/printables/chibi/chibi-midieval-fantasy-witch-694ac651bd,Chibi Medieval Fantasy Witch,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-wizard__5737cee6c0,/printables/chibi/chibi-midieval-fantasy-wizard-5737cee6c0,Chibi Medieval Fantasy Wizard,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-wizard__5737cee6c0,/printables/chibi/chibi-midieval-fantasy-wizard-5737cee6c0,Chibi Medieval Fantasy Wizard,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-midieval-fantasy-wyvern__cd49e23cb5,/printables/chibi/chibi-midieval-fantasy-wyvern-cd49e23cb5,Chibi Medieval Fantasy Wyvern,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-midieval-fantasy-wyvern__cd49e23cb5,/printables/chibi/chibi-midieval-fantasy-wyvern-cd49e23cb5,Chibi Medieval Fantasy Wyvern,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
chibi__chibi-minotaur__dea8f5f8ca,/printables/chibi/chibi-minotaur-dea8f5f8ca,Chibi Minotaur,hub_chibi,audienceClassification,Coloring Pages for Kids,C. VISUAL OR EDITORIAL REVIEW REQUIRED,manual editorial judgment required,explicit_collection_assignment,pending,,,,Collection membership does not establish an age or audience claim; editorial and policy review is required.
chibi__chibi-minotaur__dea8f5f8ca,/printables/chibi/chibi-minotaur-dea8f5f8ca,Chibi Minotaur,hub_chibi,detailClassification,Easy,B. RULE-BASED REVIEWABLE,reviewable rule candidate,explicit_collection_assignment,pending,,,,Collection membership can suggest a detail label but does not establish it as public metadata.
